Title,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes
Thinner,25-Oct-96,R,93,Paramount Pictures,Based on Book/Short Story,Horror,Fantasy,,18,5.3,7888
Sling Blade,20-Nov-96,R,133,Miramax,Based on Short Film,Drama,Contemporary Fiction,,96,8,41785
Slacker,1-Aug-91,,,,,,,Richard Linklater,83,6.9,5907
Some Like it Hot,29-Mar-59,,,,,,,Billy Wilder,97,8.3,67157
The Scarlet Letter,13-Oct-95,R,,Walt Disney Pictures,Based on Book/Short Story,Drama,Historical Fiction,Roland Joffe,15,4.6,6155
Silmido,23-Apr-04,Not Rated,,Cinema Service,,Action,,,,7.1,1724
Sleeper,17-Dec-73,,,MGM,Original Screenplay,Comedy,,Woody Allen,100,7.3,15466
Sleepers,18-Oct-96,R,105,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Barry Levinson,73,7.3,51874
The Slaughter Rule,10-Jan-03,R,,,,,,,,6,1136
Solomon and Sheba,1-Jan-59,,,,,,,King Vidor,,6,915
Sur Le Seuil,3-Oct-03,Not Rated,,Alliance,Based on Book/Short Story,Drama,Contemporary Fiction,,,6.7,585
The Usual Suspects,16-Aug-95,R,,Gramercy,Original Screenplay,Drama,Contemporary Fiction,Bryan Singer,87,8.7,266890
Silverado,10-Jul-85,,,Sony/Columbia,Original Screenplay,Western,Historical Fiction,Lawrence Kasdan,76,7,14243
Salvador,23-Apr-86,,,Hemdale,Original Screenplay,Drama,,,91,7.5,7797
"Sex, Lies, and Videotape",4-Aug-89,,,Miramax,,,,Steven Soderbergh,97,,
Show Me,4-Nov-05,R,,Wolfe Releasing,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,5.9,288
Simon,7-Apr-06,,,Strand,Original Screenplay,Comedy,Contemporary Fiction,,,8,4873
Super Mario Bros.,28-May-93,,,Walt Disney Pictures,Based on Game,Action,Fantasy,,,3.8,17281
Somewhere in Time,3-Oct-80,,,Universal,Based on Book/Short Story,Drama,Fantasy,,63,7,8787
Smoke Signals,26-Jun-98,PG-13,,Miramax,Based on Book/Short Story,Comedy,Contemporary Fiction,,86,6.9,5058
Serial Mom,13-Apr-94,R,,Savoy,Original Screenplay,Comedy,Contemporary Fiction,John Waters,61,6.4,10999
Sommersturm,17-Mar-06,R,,Regent Releasing,Original Screenplay,Drama,Contemporary Fiction,,,7.6,5251
Silent Movie,25-Jun-76,,,20th Century Fox,Original Screenplay,Comedy,,Mel Brooks,89,6.4,6248
The Santa Clause,11-Nov-94,PG,,Walt Disney Pictures,Original Screenplay,Comedy,Kids Fiction,John Pasquin,79,6.1,17773
The Singles Ward,1-Feb-02,PG,,Halestorm Entertainment,Original Screenplay,Comedy,Contemporary Fiction,,50,5.7,736
Sense and Sensibility,11-Dec-95,PG,,Sony Pictures,Based on Book/Short Story,Drama,Historical Fiction,Ang Lee,98,7.7,31279
Singin' in the Rain,10-Apr-52,,,MGM,,,,Stanley Donen,100,8.4,55352
Solitude,7-Jan-05,Not Rated,,Indican Pictures,Original Screenplay,Drama,,,,4.8,82
The Sound of Music,"April, 1965",,,20th Century Fox,Based on Book/Short Story,Musical,Historical Fiction,Robert Wise,81,6.3,45
She's the One,23-Aug-96,R,,Fox Searchlight,Original Screenplay,Romantic Comedy,Contemporary Fiction,Edward Burns,60,6,8159
Straight out of Brooklyn,1991-01-01,,,,,,,,100,5.6,263
Spaceballs,24-Jun-87,,,MGM,Original Screenplay,Comedy,Science Fiction,Mel Brooks,65,6.9,52434
Speed,10-Jun-94,R,,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,90,2.6,4175
Species,7-Jul-95,R,,MGM,Original Screenplay,Action,Science Fiction,Roger Donaldson,39,5.6,21917
Sphinx,11-Feb-81,,,Orion Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Franklin J. Schaffner,,4.9,478
Spaced Invaders,27-Apr-90,,,Walt Disney Pictures,Original Screenplay,Comedy,Science Fiction,Patrick Read Johnson,9,4.8,1464
Spellbound,1945-01-01,G,,ThinkFilm,,,,Alfred Hitchcock,87,7.7,14665
Splash,9-Mar-84,,,Walt Disney Pictures,Original Screenplay,Comedy,Fantasy,Ron Howard,91,6.2,21732
Superman IV: The Quest for Peace,24-Jul-87,,,Warner Bros.,Based on Comic/Graphic Novel,Action,Super Hero,Sidney J. Furie,,3.4,15164
Superman II,19-Jun-81,,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,,6.7,29512
Superman III,17-Jun-83,,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,,23,4.7,18070
Sparkler,19-Mar-99,R,,Strand,,,,,17,5.5,320
Superman,15-Dec-78,PG,,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Richard Donner,94,4.9,129
The Specialist,7-Oct-94,R,,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,,4,4.9,18749
The Sorcerer,24-Jun-77,,,,,,,William Friedkin,,6.8,563
Sisters in Law,12-Apr-06,Not Rated,,Women Make Movies,Based on Real Life Events,Documentary,Factual,,,6.7,203
Smilla's Sense of Snow,28-Feb-97,R,,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Bille August,53,6.1,7280
Assassins,6-Oct-95,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Richard Donner,9,5.9,23370
Star Trek: The Motion Picture,7-Dec-79,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Robert Wise,48,6.2,25454
Star Trek III: The Search for Spock,1-Jun-84,,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,,6.5,22261
Star Trek IV: The Voyage Home,26-Nov-86,,,Paramount Pictures,Based on TV,Adventure,Science Fiction,Leonard Nimoy,,7.3,26207
Stand by Me,8-Aug-86,,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Rob Reiner,94,8.2,90143
Stone Cold,17-May-91,R,,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,,29,4.6,52
The Stewardesses,25-Jul-69,,,,,,,,,4.3,86
Street Fighter,23-Dec-94,PG-13,,Universal,Based on Game,Action,Contemporary Fiction,,13,3.3,25407
Star Trek II: The Wrath of Khan,4-Jun-82,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,7.8,36131
Steal (Canadian Release),25-Apr-03,Not Rated,,,,,,,,,
The Sting,25-Dec-73,,,Universal,Original Screenplay,,Historical Fiction,George Roy Hill,91,8.4,65866
Stonewall,26-Jul-96,R,99,Strand,Based on Real Life Events,Drama,Dramatization,,,7,741
Star Trek V: The Final Frontier,9-Jun-89,,,Paramount Pictures,Based on TV,Action,Science Fiction,,,5,20600
Star Trek VI: The Undiscovered Country,6-Dec-91,,,Paramount Pictures,Based on TV,Action,Science Fiction,,,7.2,23546
Star Trek: Generations,18-Nov-94,PG,,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.5,26465
Stripes,26-Jun-81,R,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,88,6.8,19618
Striptease,28-Jun-96,R,115,Sony Pictures,Based on Book/Short Story,Comedy,Contemporary Fiction,Andrew Bergman,12,3.9,18012
Star Wars Ep. IV: A New Hope,25-May-77,PG,,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Saints and Soldiers,6-Aug-04,PG-13,90,Excel Entertainment,Based on Real Life Events,Drama,Dramatization,Ryan Little,,7,7581
Steppin: The Movie,2008-01-01,,,Weinstein Co.,Original Screenplay,Comedy,Contemporary Fiction,,,3.3,108
Strangers on a Train,3-Jul-51,PG,,Warner Bros.,,,,Alfred Hitchcock,98,8.3,34284
Sugar Hill,25-Feb-94,R,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,22,5.3,1627
Stiff Upper Lips,27-Aug-99,,,Cowboy Pictures,,,,,29,6.1,543
Shichinin no samurai,19-Nov-56,,,Cowboy Pictures,Original Screenplay,Action,Historical Fiction,Akira Kurosawa,,8.8,96698
Sweet Charity,1969-01-01,,,,,,,Bob Fosse,,7,1691
Sands of Iwo Jima,1949-01-01,,,,,,,,100,7.1,4160
The Spy Who Loved Me,13-Jul-77,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,,78,7.1,24938
The Swindle,25-Dec-98,,,New Yorker,,Comedy,,,,5.2,1417
Swingers,18-Oct-96,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Doug Liman,86,6.2,431
Snow White and the Seven Dwarfs,21-Dec-37,,,Walt Disney Pictures,Traditional/Legend/Fairytale,Musical,Fantasy,,97,7.8,38141
The Sweet Hereafter,10-Oct-97,R,,Fine Line,Based on Book/Short Story,Drama,Contemporary Fiction,Atom Egoyan,100,7.8,16280
She Wore a Yellow Ribbon,1949-01-01,,,,,,,John Ford,100,7.3,5825
Sex with Strangers,22-Feb-02,Not Rated,,,Based on Real Life Events,Documentary,Factual,,39,5,151
Spy Hard,24-May-96,PG-13,81,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,7,4.7,12682
Shi Yue Wei Cheng,18-Dec-09,,,,,,,,,6.9,1795
Tango,12-Feb-99,PG-13,,Sony Pictures Classics,Original Screenplay,Drama,Historical Fiction,,,6.9,1490
The Age of Innocence,17-Sep-93,,,Sony/Columbia,Based on Book/Short Story,Drama,Historical Fiction,Martin Scorsese,81,7.1,16000
Talk Radio,1-Dec-88,,,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Oliver Stone,80,7,5659
The Texas Chainsaw Massacre,18-Oct-74,R,,New Line,,Horror,,Tobe Hooper,90,6.1,39172
The Texas Chainsaw Massacre 2,22-Aug-86,,,Cannon,Remake,Horror,Contemporary Fiction,Tobe Hooper,43,5.1,7702
Timecop,16-Sep-94,R,,Universal,Based on Comic/Graphic Novel,Action,Science Fiction,Peter Hyams,47,5.5,16570
Tin Cup,16-Aug-96,R,105,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ron Shelton,69,6.1,17274
Torn Curtain,16-Jul-66,,,,,,,Alfred Hitchcock,81,6.6,8670
To Die For,27-Sep-95,R,,Sony Pictures,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Gus Van Sant,87,6.8,18459
Terror Train,1980-01-01,,,,,,,Roger Spottiswoode,33,5.5,2479
Teen Wolf Too,20-Nov-87,,,Atlantic,Original Screenplay,Comedy,Fantasy,,14,2.8,5207
The Fan,16-Aug-96,R,117,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Tony Scott,40,5.6,20640
Timber Falls,7-Dec-07,R,,Slowhand Cinema,Original Screenplay,Horror,Contemporary Fiction,,38,5.3,2213
Tae Guik Gi: The Brotherhood of War,3-Sep-04,R,,IDP Distribution,Original Screenplay,Drama,Historical Fiction,,,,
The Incredibly True Adventure of Two Girls in Love,16-Jun-95,R,,Fine Line,Original Screenplay,Drama,Contemporary Fiction,,,5.8,1795
There Goes My Baby,2-Sep-94,R,,Orion Pictures,Original Screenplay,Comedy,Contemporary Fiction,,,6.3,507
Tank Girl,1-Mar-95,R,,MGM,Based on Comic/Graphic Novel,Action,Science Fiction,,42,4.7,10772
Top Gun,16-May-86,,,Paramount Pictures,Original Screenplay,Action,Contemporary Fiction,Tony Scott,45,6.5,80013
Thunderball,29-Dec-65,,,MGM,Based on Book/Short Story,Action,,,91,7,27245
The Calling,31-Dec-09,,,,,,,,,3.4,1113
The Craft,3-May-96,R,100,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Andrew Fleming,45,5.9,21130
It Happened One Night,1934-01-01,,,,,Romantic Comedy,,Frank Capra,97,8.3,25074
The Net,28-Jul-95,PG-13,,Sony Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,,33,5.6,24363
La otra conquista,19-Apr-00,R,,Hombre de Oro,Original Screenplay,Drama,Historical Fiction,,,6.1,584
The Journey,11-Jul-03,Not Rated,,,,,,,,4.4,74
They Live,4-Nov-88,,,Universal,Based on Book/Short Story,Thriller/Suspense,Science Fiction,John Carpenter,88,7,20995
Tales from the Hood,24-May-95,R,,Savoy,Original Screenplay,Horror,Contemporary Fiction,,33,5.8,1860
Time Bandits,6-Nov-81,,,Avco Embassy,Original Screenplay,Adventure,Fantasy,Terry Gilliam,94,6.9,22719
Tombstone,25-Dec-93,R,,Walt Disney Pictures,Based on Real Life Events,Western,Dramatization,George P. Cosmatos,77,7.7,43688
Time Changer,25-Oct-02,PG,,Five & Two Pictures,Original Screenplay,Drama,Fantasy,,22,5,1029
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,22-Mar-91,,,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,,,5.3,12742
Teenage Mutant Ninja Turtles III,19-Mar-93,,,New Line,Based on Comic/Graphic Novel,Adventure,Fantasy,,30,4.3,9064
Tango & Cash,22-Dec-89,,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Andrei Konchalovsky,39,5.8,25248
Teenage Mutant Ninja Turtles,30-Mar-90,,,New Line,Based on TV,Adventure,Fantasy,Steve Barron,,6.4,25867
Topaz,19-Dec-69,,,Universal,,,,Alfred Hitchcock,71,6.2,6389
Taps,9-Dec-81,,,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Harold Becker,79,6.5,6515
Trainspotting,19-Jul-96,R,94,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,89,8.2,150483
The Train,7-Mar-65,,,,,,,John Frankenheimer,83,7.8,4692
Troop Beverly Hills,22-Mar-89,,,Sony/Columbia,Original Screenplay,Comedy,Contemporary Fiction,,8,4.7,3427
Trekkies,21-May-99,PG,,Paramount Pictures,Based on Real Life Events,Documentary,Factual,,,6.9,3004
True Lies,15-Jul-94,R,,20th Century Fox,Remake,Action,Contemporary Fiction,James Cameron,69,7.2,80581
Terminator 2: Judgment Day,2-Jul-91,R,,Sony Pictures,Original Screenplay,Action,Science Fiction,James Cameron,98,8.5,237477
Travellers and Magicians,7-Jan-05,Not Rated,,Zeitgeist,Original Screenplay,Drama,,,,7.4,1069
The Terminator,26-Oct-84,,,Orion Pictures,Original Screenplay,Action,Science Fiction,James Cameron,100,8.1,179606
Tremors,19-Jan-90,,,Universal,Original Screenplay,Action,Science Fiction,,88,7.2,29840
True Romance,10-Sep-93,,,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Tony Scott,91,7.9,73829
Tron,9-Jul-82,,,Walt Disney Pictures,Original Screenplay,Action,Science Fiction,,68,2.9,923
Trapeze,1956-01-01,,,,,,,,60,6.7,1570
The Terrorist,14-Jan-00,Not Rated,,Phaedra Cinema,,,,,,5.5,50
Trois,11-Feb-00,NC-17,,Rainforest Productions,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,,3.3,360
Things to Do in Denver when You're Dead,1-Dec-95,R,,Miramax,Original Screenplay,Black Comedy,Contemporary Fiction,,33,6.6,12789
A Time to Kill,24-Jul-96,R,150,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Joel Schumacher,68,7.1,38577
Total Recall,1-Jun-90,,,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,81,7.4,70355
This Thing of Ours,18-Jul-03,Not Rated,,,,Drama,,,,5.2,316
Tootsie,17-Dec-82,,,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Sydney Pollack,87,7.4,31669
That Thing You Do!,4-Oct-96,PG,110,20th Century Fox,Original Screenplay,Drama,Historical Fiction,Tom Hanks,92,6.7,25916
The Trouble With Harry,3-Oct-55,,,Paramount Pictures,,,,Alfred Hitchcock,89,7.2,11580
Twins,9-Dec-88,,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Ivan Reitman,33,,
Twister,10-May-96,PG-13,117,Warner Bros.,Based on Book/Short Story,Action,Contemporary Fiction,Jan De Bont,57,6,61665
Towering Inferno,17-Dec-74,,,20th Century Fox,,,,John Guillermin,,,
Taxi Driver,8-Feb-76,,,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,Martin Scorsese,98,8.6,155774
Tycoon,13-Jun-03,Not Rated,,,,,,,,6,456
Toy Story,22-Nov-95,G,,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100,8.2,151143
Twilight Zone: The Movie,24-Jun-83,,,Warner Bros.,Based on TV,Horror,Fantasy,Steven Spielberg,67,6.3,12054
Unforgettable,23-Feb-96,R,,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Dahl,23,5.7,2284
UHF,21-Jul-89,,,,,,,,55,6.6,12676
Ulee's Gold,13-Jun-97,R,,Orion Pictures,Original Screenplay,Drama,Contemporary Fiction,,94,7,4041
Under Siege 2: Dark Territory,14-Jul-95,R,,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,,34,5.1,15218
The Untouchables,3-Jun-87,,,Paramount Pictures,Based on TV,Action,Dramatization,Brian De Palma,81,8,86097
Under the Rainbow,31-Jul-81,,,Warner Bros.,Original Screenplay,Comedy,Historical Fiction,,,4.9,1263
Veer-Zaara,12-Nov-04,Not Rated,,Yash Raj Films,Original Screenplay,Drama,Contemporary Fiction,,,7.3,4155
Videodrome,4-Feb-83,,,Universal,Original Screenplay,Horror,Fantasy,David Cronenberg,,7.3,20080
Les Visiteurs,12-Jul-96,R,,Miramax,Original Screenplay,Comedy,Fantasy,,,6.7,7393
"Couloirs du temps: Les visiteurs 2, Les",27-Mar-98,,,,Original Screenplay,Comedy,,,,,
The Valley of Decision,1945-01-01,,,,,,,,,7.3,682
Vampire in Brooklyn,27-Oct-95,R,,Paramount Pictures,Original Screenplay,Horror,Fantasy,Wes Craven,11,4.3,8200
The Verdict,8-Dec-82,,,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Sidney Lumet,96,7.7,10864
Virtuosity,4-Aug-95,R,,Paramount Pictures,Original Screenplay,Action,Science Fiction,,34,5.3,11079
Everything Put Together,2-Nov-01,R,,,,,,,,6.7,418
A View to a Kill,24-May-85,,,MGM,Based on Book/Short Story,Action,Contemporary Fiction,John Glen,39,6.1,23770
The Work and the Glory: American Zion,21-Oct-05,PG-13,100,Vineyard Distribution,Based on Book/Short Story,Drama,Historical Fiction,,,5.6,365
A Walk on the Moon,26-Mar-99,R,,Miramax,Original Screenplay,Drama,Historical Fiction,Tony Goldwyn,74,6.4,4125
The Work and the Glory,24-Nov-04,PG,,Excel Entertainment,Based on Book/Short Story,Drama,Contemporary Fiction,,17,6,531
The Work and the Story,3-Oct-03,Not Rated,,Off-Hollywood Distribution,,Comedy,,,,5.1,82
What the #$'! Do We Know,6-Feb-04,Not Rated,,Captured Light,Based on Real Life Events,Documentary,Factual,,,,
Waiting for Guffman,31-Jan-97,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,,7.4,14880
Who Framed Roger Rabbit?,22-Jun-88,,,Walt Disney Pictures,Based on Book/Short Story,Comedy,Fantasy,Robert Zemeckis,98,7.6,53541
White Fang,18-Jan-91,,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Randal Kleiser,67,,
White Squall,2-Feb-96,PG-13,,Walt Disney Pictures,Based on Real Life Events,Adventure,Dramatization,Ridley Scott,63,6.4,8385
What's Eating Gilbert Grape,25-Dec-93,,,Paramount Pictures,,Drama,,Lasse Hallstrom,88,7.8,51219
Witchboard,31-Dec-86,,,Cinema Guild,Original Screenplay,Horror,Fantasy,,,5.2,1666
The Wiz,24-Oct-78,,,,,Musical,,Sidney Lumet,37,4.5,4896
Walking and Talking,17-Jul-96,R,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,86,6.5,1756
The Wild Bunch,18-Jun-69,,,Warner Bros.,Original Screenplay,Western,Historical Fiction,Sam Peckinpah,97,8.2,31196
Wall Street,11-Dec-87,,,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,Oliver Stone,78,7.3,35454
Waterloo,1-Jan-70,,,,,,,,,,
The Wrong Man,23-Dec-56,,,Warner Bros.,,,,Alfred Hitchcock,89,7.5,7531
Woman Chaser,23-Jun-00,R,,,,,,,,,
Wings,12-Aug-27,,,,,,,,96,7.9,3035
We're No Angels,15-Dec-89,,,Paramount Pictures,Based on Play,Comedy,Contemporary Fiction,Neil Jordan,50,5.6,7839
Wolf,17-Jun-94,R,,Sony Pictures,Original Screenplay,Thriller/Suspense,Fantasy,Mike Nichols,60,6,20035
Warriors of Virtue,2-May-97,PG,,MGM,Original Screenplay,Action,Contemporary Fiction,Ronny Yu,10,4,1202
War Games,3-Jun-83,,,MGM,Original Screenplay,Thriller/Suspense,Science Fiction,John Badham,,6.4,88
Warlock,10-Jan-91,,,Trimark,Original Screenplay,Horror,Science Fiction,Steve Miner,,5.9,4921
War and Peace,1956-01-01,PG,,,,,,King Vidor,50,6.8,2923
Warlock: The Armageddon,24-Sep-93,,,Trimark,Original Screenplay,Horror,Science Fiction,,,4.9,1888
Wasabi,27-Sep-02,R,,Sony Pictures,,,,,,6.5,11647
West Side Story,18-Oct-61,,,,,,,Robert Wise,92,7.7,29488
When The Cat's Away,20-Sep-96,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,,,
Welcome to the Dollhouse,10-May-96,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,Todd Solondz,,7.3,13469
Witness,8-Feb-85,,,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Peter Weir,94,7.6,30460
Waterworld,28-Jul-95,PG-13,,Universal,Original Screenplay,Action,Science Fiction,Kevin Reynolds,42,5.7,54126
Willy Wonka & the Chocolate Factory,30-Jun-71,,,,,,,,90,7.8,46824
Wayne's World,14-Feb-92,PG-13,,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Penelope Spheeris,84,6.9,42570
Wyatt Earp,24-Jun-94,PG-13,,Warner Bros.,Based on Real Life Events,Western,Dramatization,Lawrence Kasdan,42,6.4,15614
The Wizard of Oz,25-Aug-39,G,103,Warner Bros.,Based on Book/Short Story,Musical,Fantasy,King Vidor,,8.3,102795
Executive Decision,15-Mar-96,R,132,Warner Bros.,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,65,6.3,18569
Exodus,1-Jan-60,,,,,,,,67,6.8,3546
The Exorcist,26-Dec-73,R,,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,William Friedkin,84,8.1,103131
Extreme Measures,27-Sep-96,R,117,Sony Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Michael Apted,55,5.9,8038
You Can't Take It With You,1938-01-01,,,,,,,Frank Capra,96,8,8597
Eye for an Eye,12-Jan-96,R,101,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,John Schlesinger,,5.7,4837
Young Guns,12-Aug-88,,,20th Century Fox,Original Screenplay,Western,Historical Fiction,,40,6.6,21404
Young Frankenstein,15-Dec-74,,,20th Century Fox,,,,Mel Brooks,93,8,57106
Yentl,18-Nov-83,,,MGM/UA Classics,Based on Book/Short Story,Musical,,Barbra Streisand,71,6.2,4952
You Only Live Twice,13-Jun-67,,,MGM,Based on Book/Short Story,Action,,,70,7,24701
Ayurveda: Art of Being,19-Jul-02,Not Rated,,Kino International,,Documentary,Factual,,,7.3,181
Young Sherlock Holmes,4-Dec-85,,,Paramount Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Barry Levinson,63,6.5,7293
102 Dalmatians,22-Nov-00,G,100,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Kevin Lima,30,4.4,7147
Ten Things I Hate About You,31-Mar-99,PG-13,97,Walt Disney Pictures,Based on Play,Romantic Comedy,Contemporary Fiction,,,6.9,61910
"10,000 B.C.",7-Mar-08,PG-13,,Warner Bros.,Original Screenplay,Adventure,Historical Fiction,Roland Emmerich,9,5.8,134
